,Year,Selling_Price,Kms_Driven,Fuel_Type,Transmission,Owner,Brand
7436,2019,960000.0,20000,Diesel,Manual,First Owner,Hyundai
7437,2009,290000.0,110000,Petrol,Manual,Others,Honda
7438,2008,160000.0,100000,Diesel,Manual,First Owner,Others
7439,2017,400000.0,52000,Petrol,Manual,First Owner,Maruti
7440,2017,700000.0,90000,Diesel,Manual,First Owner,Maruti
7441,2012,361000.0,90000,Diesel,Manual,First Owner,Volkswagen
7442,2013,390000.0,53000,Diesel,Manual,Second Owner,Hyundai
7444,2013,390000.0,53000,Diesel,Manual,Second Owner,Hyundai
7445,2013,500000.0,53000,Diesel,Manual,First Owner,Maruti
7446,2011,200000.0,50600,Petrol,Manual,First Owner,Maruti
7447,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
7448,2017,775000.0,32000,Diesel,Manual,First Owner,Maruti
7449,2018,750000.0,5000,Diesel,Manual,First Owner,Maruti
7450,2018,570000.0,25000,Petrol,Manual,First Owner,Hyundai
7451,2016,484999.0,30000,Petrol,Manual,First Owner,Honda
7452,2017,700000.0,43000,Petrol,Manual,First Owner,Honda
7453,2012,415000.0,60000,Petrol,Manual,First Owner,Hyundai
7454,2014,484999.0,54000,Diesel,Manual,First Owner,Ford
7455,2016,675000.0,52000,Diesel,Manual,First Owner,Maruti
7456,2015,680000.0,50000,Petrol,Manual,First Owner,Ford
7457,2013,235000.0,52000,Petrol,Manual,First Owner,Maruti
7459,2015,1200000.0,50000,Diesel,Automatic,Second Owner,Mahindra
7460,2014,630000.0,56000,Diesel,Manual,Second Owner,Honda
7461,2018,640000.0,82000,Diesel,Manual,First Owner,Ford
7462,2014,355000.0,121000,Petrol,Manual,First Owner,Hyundai
7463,2012,560000.0,101903,Diesel,Manual,Second Owner,Mahindra
7464,2018,580000.0,120000,Diesel,Manual,First Owner,Maruti
7465,2010,185000.0,85568,Diesel,Manual,First Owner,Ford
7466,2019,660000.0,10000,Petrol,Automatic,First Owner,Maruti
7467,2014,220000.0,10000,Petrol,Manual,First Owner,Hyundai
7468,2007,150000.0,60000,Petrol,Manual,Others,Hyundai
7469,2011,484999.0,80000,Diesel,Manual,Second Owner,Mahindra
7470,2019,509999.0,10000,Petrol,Manual,First Owner,Maruti
7471,2014,515000.0,60000,Diesel,Manual,First Owner,Mahindra
7472,2014,1250000.0,42000,Petrol,Automatic,First Owner,Mercedes-Benz
7473,2014,350000.0,50000,Diesel,Manual,Others,Chevrolet
7474,2018,375000.0,11500,Petrol,Manual,First Owner,Maruti
7475,2019,950000.0,15000,Diesel,Manual,First Owner,Hyundai
7476,2015,615000.0,32000,Diesel,Manual,First Owner,Maruti
7477,2011,275000.0,50000,Petrol,Manual,First Owner,Maruti
7479,2017,400000.0,10000,Petrol,Manual,First Owner,Maruti
7480,2019,930000.0,15000,Diesel,Manual,First Owner,Maruti
7481,2012,310000.0,100000,Petrol,Manual,First Owner,Maruti
7482,2012,320000.0,120000,Diesel,Manual,First Owner,Toyota
7484,2013,356000.0,70000,Diesel,Manual,Second Owner,Maruti
7485,2013,500000.0,32000,Petrol,Manual,First Owner,Honda
7486,2018,409999.0,35000,Petrol,Manual,Second Owner,Tata
7487,2019,980000.0,50000,Diesel,Manual,First Owner,Maruti
7488,2005,150000.0,100000,Diesel,Manual,Second Owner,Mahindra
7489,2019,750000.0,3100,Petrol,Automatic,First Owner,Honda
7490,2013,500000.0,60000,Petrol,Automatic,First Owner,Skoda
7491,2013,355000.0,170000,Diesel,Manual,First Owner,Maruti
7492,2011,200000.0,50000,Diesel,Manual,Second Owner,Tata
7493,2008,370000.0,120000,Diesel,Manual,Second Owner,Toyota
7494,2015,450000.0,20000,Petrol,Manual,First Owner,Hyundai
7495,2015,486000.0,10000,Petrol,Manual,First Owner,Hyundai
7496,2011,242000.0,120000,Diesel,Manual,First Owner,Maruti
7497,2018,580000.0,25000,Petrol,Manual,First Owner,Hyundai
7498,2014,500000.0,130000,Diesel,Manual,Second Owner,Ford
7499,2004,170000.0,120000,Petrol,Manual,Second Owner,Toyota
7500,2013,300000.0,40000,Diesel,Manual,First Owner,Mahindra
7501,2016,710000.0,60000,Diesel,Manual,First Owner,Mahindra
7502,2012,220000.0,70000,Diesel,Manual,Others,Skoda
7503,2020,654000.0,1000,Petrol,Automatic,First Owner,Maruti
7504,2019,835000.0,10000,Petrol,Automatic,First Owner,Skoda
7505,2010,250000.0,47000,Petrol,Manual,First Owner,Ford
7506,2019,600000.0,18000,Petrol,Manual,First Owner,Maruti
7507,2016,459999.0,60000,Petrol,Manual,First Owner,Maruti
7508,2018,275000.0,20000,Petrol,Manual,First Owner,Renault
7509,2017,408000.0,60000,Petrol,Manual,First Owner,Ford
7510,2018,1200000.0,25000,Diesel,Manual,First Owner,Mahindra
7511,2014,375000.0,52000,Petrol,Manual,First Owner,Hyundai
7512,2006,94500.0,44000,Petrol,Manual,First Owner,Maruti
7513,2011,300000.0,17000,Petrol,Manual,First Owner,Volkswagen
7514,2009,350000.0,35000,Petrol,Manual,First Owner,Honda
7515,2011,975000.0,120000,Diesel,Manual,Others,Toyota
7516,2015,600000.0,100000,Petrol,Manual,First Owner,Hyundai
7518,2017,640000.0,90000,Diesel,Manual,First Owner,Mahindra
7520,2014,570000.0,79000,Diesel,Manual,Second Owner,Maruti
7521,2010,451999.0,120000,Diesel,Manual,First Owner,Toyota
7522,2016,240000.0,59300,Petrol,Manual,First Owner,Renault
7523,2014,680000.0,120000,Diesel,Manual,First Owner,Mahindra
7524,2015,350000.0,60000,Diesel,Manual,First Owner,Tata
7525,2012,360000.0,60000,Petrol,Manual,Others,Volkswagen
7526,2010,250000.0,80000,Petrol,Manual,Second Owner,Ford
7527,2019,550000.0,11500,Petrol,Manual,First Owner,Maruti
7528,2012,180000.0,56000,Petrol,Manual,First Owner,Hyundai
7529,2016,425000.0,68000,Diesel,Manual,First Owner,Honda
7530,2019,409999.0,25000,Petrol,Manual,First Owner,Tata
7531,2018,438999.0,25000,Petrol,Manual,First Owner,Tata
7532,2014,225000.0,100000,Petrol,Manual,First Owner,Nissan
7533,2017,580000.0,95000,Diesel,Manual,First Owner,Mahindra
7534,2008,200000.0,100000,Petrol,Manual,First Owner,Maruti
7535,2006,75000.0,90000,Petrol,Manual,Second Owner,Hyundai
7536,2013,250000.0,47000,Diesel,Manual,First Owner,Others
7538,2010,300000.0,60000,Petrol,Manual,Second Owner,Maruti
7540,2014,409999.0,150000,Diesel,Manual,Others,Maruti
7541,2012,350000.0,110000,Diesel,Manual,Others,Hyundai
7542,2019,310000.0,25000,Petrol,Manual,First Owner,Renault
7543,2010,135000.0,95000,Petrol,Manual,Others,Maruti
7544,2010,220000.0,100000,Diesel,Manual,First Owner,Maruti
7545,2017,570000.0,20000,Petrol,Manual,First Owner,Hyundai
7546,2014,500000.0,84000,Diesel,Manual,First Owner,Maruti
7547,2016,875000.0,40000,Diesel,Manual,First Owner,Hyundai
7548,2011,210000.0,100000,Diesel,Manual,First Owner,Tata
7549,2011,210000.0,120000,Diesel,Manual,First Owner,Tata
7550,2010,200000.0,80000,others,Manual,Second Owner,Hyundai
7552,2017,700000.0,30000,Petrol,Manual,First Owner,Hyundai
7553,2017,700000.0,30000,Petrol,Manual,First Owner,Hyundai
7554,2019,550000.0,28000,Petrol,Automatic,First Owner,Hyundai
7555,2019,420000.0,20000,Petrol,Manual,Second Owner,Hyundai
7556,2009,210000.0,89322,Petrol,Manual,Second Owner,Hyundai
7557,2013,175000.0,76000,Diesel,Manual,First Owner,Chevrolet
7558,2012,180000.0,70000,Petrol,Manual,Second Owner,Maruti
7559,2007,118000.0,110000,Petrol,Manual,Second Owner,Maruti
7560,2007,170000.0,120000,Diesel,Manual,Second Owner,Hyundai
7561,2009,120000.0,110000,Petrol,Manual,Second Owner,Maruti
7562,2009,170000.0,90000,Petrol,Manual,Others,Maruti
7563,2018,700000.0,60000,Diesel,Manual,First Owner,Maruti
7564,2014,500000.0,48300,Diesel,Manual,Second Owner,Mahindra
7565,2007,80000.0,63000,Petrol,Automatic,Others,Maruti
7566,2008,105000.0,110000,Petrol,Manual,Second Owner,Honda
7567,2016,425000.0,120000,Diesel,Manual,Others,Maruti
7568,2017,625000.0,23511,Petrol,Manual,First Owner,Hyundai
7569,2017,640000.0,22512,Petrol,Manual,First Owner,Hyundai
7570,2010,180000.0,120000,Petrol,Manual,First Owner,Hyundai
7571,2009,155000.0,120000,Diesel,Manual,First Owner,Maruti
7572,2007,85000.0,100000,Petrol,Manual,Others,Maruti
7573,2011,250000.0,70000,Petrol,Manual,First Owner,Hyundai
7574,2017,1000000.0,15000,Petrol,Automatic,First Owner,Hyundai
7575,2016,350000.0,16500,Petrol,Manual,First Owner,Datsun
7576,2018,740000.0,50000,Diesel,Manual,First Owner,Maruti
7577,2018,300000.0,19000,Petrol,Manual,First Owner,Datsun
7578,2017,550000.0,50000,Diesel,Manual,First Owner,Volkswagen
7579,2017,710000.0,70000,Diesel,Manual,First Owner,Mahindra
7580,2017,700000.0,70000,Diesel,Manual,First Owner,Mahindra
7581,2016,550000.0,120000,Diesel,Manual,First Owner,Mahindra
7582,2015,375000.0,60000,others,Manual,First Owner,Hyundai
7583,2015,600000.0,60000,Diesel,Manual,First Owner,Tata
7584,2013,380000.0,76000,Diesel,Manual,Second Owner,Maruti
7585,2012,300000.0,70000,Diesel,Manual,First Owner,Maruti
7586,1998,45000.0,80000,Petrol,Manual,Others,Maruti
7588,2015,475000.0,128000,Diesel,Manual,Others,Mahindra
7589,2019,650000.0,5000,Petrol,Manual,First Owner,Renault
7590,2011,200000.0,70000,others,Manual,First Owner,Maruti
7591,2013,350000.0,85000,Diesel,Manual,First Owner,Maruti
7592,2018,911999.0,25000,Diesel,Automatic,First Owner,Maruti
7593,2018,650000.0,15000,Petrol,Manual,First Owner,Maruti
7594,2012,350000.0,30000,Petrol,Manual,First Owner,Maruti
7595,2016,190000.0,80000,Petrol,Manual,Second Owner,Maruti
7596,2019,1200000.0,40000,Diesel,Manual,First Owner,Hyundai
7597,2013,305000.0,160000,Diesel,Manual,First Owner,Mahindra
7598,2015,850000.0,108000,Diesel,Manual,First Owner,Hyundai
7599,2011,350000.0,120000,Diesel,Manual,Second Owner,Volkswagen
7600,2010,180000.0,55000,Petrol,Manual,Others,Hyundai
7601,2008,200000.0,110000,Diesel,Manual,First Owner,Tata
7602,2011,375000.0,80000,Diesel,Manual,First Owner,Toyota
7603,2012,229999.0,110000,Petrol,Manual,First Owner,Honda
7604,2006,135000.0,62900,Petrol,Manual,First Owner,Maruti
7605,2011,425000.0,120000,Diesel,Manual,Second Owner,Volkswagen
7606,2016,1350000.0,70000,Diesel,Manual,First Owner,Mahindra
7607,2009,480000.0,70000,Diesel,Manual,Others,Ford
7608,2017,455000.0,60000,Diesel,Manual,First Owner,Maruti
7609,2015,320000.0,60000,Petrol,Manual,First Owner,Maruti
7610,2019,693000.0,4000,Petrol,Manual,First Owner,Hyundai
7611,2017,830000.0,35000,Diesel,Manual,First Owner,Maruti
7612,2016,470000.0,13500,Petrol,Manual,First Owner,Hyundai
7613,2017,1100000.0,26000,Petrol,Automatic,First Owner,Honda
7614,2016,325000.0,50000,Diesel,Manual,First Owner,Tata
7615,2014,215000.0,50000,Petrol,Manual,First Owner,Hyundai
7616,2018,560000.0,25000,Petrol,Manual,First Owner,Maruti
7617,2017,400000.0,30000,Petrol,Automatic,Second Owner,Maruti
7621,2015,503000.0,110000,Diesel,Manual,First Owner,Tata
7624,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
7625,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
7626,2016,550000.0,56494,Petrol,Manual,First Owner,Honda
7627,2013,750000.0,79328,Diesel,Manual,Second Owner,Toyota
7628,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
7629,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
7630,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
7631,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
7634,2019,779000.0,7032,Petrol,Automatic,First Owner,Honda
7635,2016,645000.0,11000,Petrol,Automatic,First Owner,Skoda
7637,1999,60000.0,140000,Petrol,Manual,Others,Hyundai
7638,2017,725000.0,45000,Diesel,Manual,First Owner,Ford
7639,2013,225000.0,58343,Petrol,Manual,First Owner,Maruti
7640,2018,740000.0,38817,Diesel,Manual,First Owner,Maruti
7641,2019,650000.0,5621,Petrol,Automatic,First Owner,Maruti
7642,2017,625000.0,25538,Petrol,Manual,First Owner,Toyota
7643,2018,600000.0,69779,Petrol,Automatic,First Owner,Maruti
7644,2017,450000.0,56290,Diesel,Manual,First Owner,Hyundai
7645,2014,325000.0,52442,Petrol,Manual,Second Owner,Honda
7646,2013,229999.0,39000,Petrol,Manual,First Owner,Hyundai
7647,2007,400000.0,42000,Petrol,Automatic,First Owner,Mercedes-Benz
7648,2015,449000.0,34156,Petrol,Manual,First Owner,Volkswagen
7649,2017,455000.0,34152,Petrol,Manual,First Owner,Hyundai
7651,2017,1390000.0,98000,Diesel,Automatic,First Owner,Toyota
7652,2019,1150000.0,31000,Petrol,Manual,First Owner,Hyundai
7653,2018,650000.0,62841,Petrol,Manual,First Owner,Hyundai
7654,2016,950000.0,38600,Diesel,Manual,First Owner,Hyundai
7655,2018,698000.0,27654,Diesel,Automatic,First Owner,Maruti
7656,2017,975000.0,48698,Diesel,Manual,First Owner,Hyundai
7657,2018,445000.0,32995,Petrol,Automatic,First Owner,Maruti
7658,2018,539000.0,60000,Diesel,Manual,First Owner,Tata
7659,2010,350000.0,110000,Diesel,Manual,Others,Maruti
7661,2015,550000.0,130000,Diesel,Manual,Second Owner,Renault
7662,2011,330000.0,120000,Diesel,Manual,First Owner,Volkswagen
7663,2014,220000.0,80000,Petrol,Manual,Others,Hyundai
7664,2013,415000.0,60000,Petrol,Manual,Second Owner,Maruti
7665,2007,150000.0,75000,Petrol,Manual,First Owner,Maruti
7666,2005,150000.0,89000,Petrol,Manual,Second Owner,Hyundai
7667,2007,240000.0,110000,Diesel,Manual,First Owner,Hyundai
7668,2009,170000.0,90000,Petrol,Manual,Second Owner,Maruti
7669,2015,550000.0,40000,Diesel,Manual,Others,Maruti
7670,2017,500000.0,26000,Petrol,Automatic,First Owner,Nissan
7671,2011,180000.0,120000,Diesel,Manual,Second Owner,Mahindra
7672,2017,360000.0,29000,Petrol,Manual,First Owner,Mahindra
7673,2014,400000.0,120000,Petrol,Manual,First Owner,Maruti
7674,2009,120000.0,70000,Petrol,Manual,Second Owner,Hyundai
7675,2016,765000.0,100000,Diesel,Manual,Second Owner,Maruti
7676,2016,919999.0,90150,Diesel,Manual,First Owner,Maruti
7677,2018,730000.0,90000,Diesel,Manual,First Owner,Toyota
7678,2016,320000.0,120000,Diesel,Manual,First Owner,Tata
7679,2015,455000.0,90000,Diesel,Manual,Second Owner,Honda
7680,2015,350000.0,50000,Petrol,Manual,First Owner,Datsun
7681,2016,509999.0,110000,Diesel,Manual,First Owner,Mahindra
7682,2011,175000.0,85700,Diesel,Manual,Second Owner,Tata
7684,2011,120000.0,70000,Petrol,Manual,Second Owner,Tata
7685,2014,300000.0,30000,Petrol,Manual,Second Owner,Hyundai
7686,2015,500000.0,100000,Diesel,Manual,First Owner,Honda
7687,2016,562000.0,25339,Petrol,Manual,First Owner,Maruti
7688,2014,250000.0,10000,Petrol,Manual,First Owner,Hyundai
7689,2017,484999.0,35000,Diesel,Manual,First Owner,Tata
7690,2013,280000.0,35000,Petrol,Manual,Second Owner,Hyundai
7691,2015,571000.0,68000,Diesel,Manual,Second Owner,Maruti
7692,2013,400000.0,40000,Petrol,Manual,First Owner,Maruti
7693,2015,295000.0,120000,Diesel,Manual,Second Owner,Tata
7694,2006,210000.0,120000,Diesel,Manual,First Owner,Mahindra
7695,2011,250000.0,25000,Petrol,Manual,First Owner,Ford
7696,2015,610000.0,40000,Diesel,Manual,Second Owner,Mahindra
7697,2012,175000.0,60000,Diesel,Manual,First Owner,Tata
7698,2011,204999.0,70000,Diesel,Manual,Second Owner,Ford
7699,2013,750000.0,80000,Diesel,Manual,Second Owner,Mahindra
7700,2016,651000.0,42323,Diesel,Manual,First Owner,Hyundai
7701,2011,1075000.0,42545,Diesel,Automatic,First Owner,BMW
7702,2016,690000.0,32000,Diesel,Manual,First Owner,Maruti
7703,2017,589000.0,41232,Diesel,Manual,First Owner,Maruti
7704,2015,445000.0,40200,Diesel,Manual,First Owner,Mahindra
7705,2013,475000.0,48000,Diesel,Manual,Second Owner,Ford
7706,2014,465000.0,27233,Diesel,Manual,First Owner,Honda
7707,2011,225000.0,35000,Petrol,Manual,First Owner,Tata
7709,2016,445000.0,63000,Diesel,Manual,First Owner,Tata
7710,2015,445000.0,62000,Diesel,Manual,First Owner,Mahindra
7711,2012,450000.0,68240,Diesel,Manual,First Owner,Tata
7712,2008,450000.0,78000,Diesel,Manual,First Owner,Mahindra
7713,2017,525000.0,38000,Diesel,Manual,Second Owner,Maruti
7714,2010,200000.0,35000,Petrol,Manual,First Owner,Maruti
7715,2018,611000.0,9000,Petrol,Manual,First Owner,Maruti
7716,2016,819999.0,39000,Diesel,Manual,First Owner,Hyundai
7717,2016,825000.0,39000,Diesel,Manual,First Owner,Hyundai
7718,2015,599000.0,92651,Diesel,Manual,First Owner,Ford
7719,2018,490000.0,28000,Petrol,Manual,First Owner,Maruti
7720,2020,500000.0,40000,Petrol,Manual,First Owner,Tata
7721,2020,500000.0,40000,Petrol,Manual,First Owner,Tata
7722,2017,1100000.0,88754,Diesel,Manual,First Owner,Mahindra
7723,2019,675000.0,7000,Petrol,Manual,First Owner,Ford
7724,2018,1350000.0,40000,Diesel,Manual,First Owner,Mahindra
7725,2018,570000.0,20000,Petrol,Manual,First Owner,Hyundai
7726,2017,455000.0,50000,Diesel,Manual,First Owner,Hyundai
7727,2013,165000.0,45000,Petrol,Manual,Second Owner,Hyundai
7728,2016,925000.0,22000,Petrol,Manual,First Owner,Honda
7729,2014,215000.0,100000,Diesel,Manual,Second Owner,Tata
7730,2016,470000.0,23700,Petrol,Manual,First Owner,Maruti
7731,2016,470000.0,23700,Petrol,Manual,First Owner,Maruti
7732,2017,650000.0,60000,Diesel,Manual,First Owner,Maruti
7733,2017,900000.0,50000,Diesel,Manual,First Owner,Renault
7734,2011,325000.0,53287,Petrol,Manual,First Owner,Ford
7735,2009,190000.0,100000,Diesel,Manual,Second Owner,Ford
7736,2017,715000.0,60000,Diesel,Manual,First Owner,Hyundai
7737,2013,227999.0,60000,Diesel,Manual,Second Owner,Tata
7738,2017,450000.0,50000,Diesel,Manual,First Owner,Tata
7739,2015,200000.0,40000,Diesel,Manual,First Owner,Chevrolet
7740,2017,400000.0,110000,others,Manual,First Owner,Maruti
7741,2016,725000.0,110000,Diesel,Manual,First Owner,Maruti
7742,2014,300000.0,80000,Diesel,Manual,First Owner,Ford
7743,2016,1151000.0,69500,Diesel,Manual,Second Owner,Toyota
7744,2014,225000.0,33000,Petrol,Manual,First Owner,Datsun
7745,2016,380000.0,80000,Petrol,Manual,First Owner,Hyundai
7746,2019,630000.0,5000,Petrol,Manual,First Owner,Hyundai
7747,2014,351000.0,25000,Petrol,Manual,First Owner,Hyundai
7748,2012,199000.0,50000,Diesel,Manual,Second Owner,Skoda
7749,2017,850000.0,50000,Diesel,Manual,First Owner,Tata
7750,2010,105000.0,120000,Diesel,Manual,Second Owner,Tata
7751,2010,300000.0,120000,Diesel,Manual,Others,Tata
7752,2016,950000.0,80000,Diesel,Manual,First Owner,Toyota
7753,2015,430000.0,110000,Diesel,Manual,Second Owner,Mahindra
7755,2018,540000.0,30000,Diesel,Manual,First Owner,Hyundai
7756,2012,175000.0,60000,others,Manual,Second Owner,Hyundai
7757,2018,1150000.0,44000,Diesel,Automatic,First Owner,Hyundai
7758,2020,350000.0,5000,Petrol,Manual,First Owner,Maruti
7759,2019,690000.0,18000,Petrol,Manual,First Owner,Hyundai
7760,2015,535000.0,80000,Diesel,Manual,First Owner,Hyundai
7761,2016,730000.0,100000,Diesel,Manual,First Owner,Maruti
7762,2016,280000.0,19000,Petrol,Manual,First Owner,Hyundai
7763,2019,650000.0,33000,Petrol,Automatic,First Owner,Maruti
7764,2012,520000.0,162000,Diesel,Manual,Others,Toyota
7765,2020,360000.0,65000,Petrol,Manual,Second Owner,Hyundai
7766,2011,250000.0,170000,Diesel,Manual,First Owner,Maruti
7767,2017,575000.0,40000,Diesel,Manual,First Owner,Volkswagen
7768,2012,170000.0,120000,Diesel,Manual,Others,Tata
7769,2017,711000.0,53000,Diesel,Manual,First Owner,Maruti
7770,2013,250000.0,90000,Petrol,Manual,First Owner,Maruti
7771,2017,675000.0,35000,Diesel,Manual,First Owner,Maruti
7772,2016,325000.0,50000,Petrol,Manual,First Owner,Maruti
7773,2016,250000.0,20000,Petrol,Manual,First Owner,Maruti
7774,2019,740000.0,38000,Diesel,Automatic,First Owner,Maruti
7775,2019,690000.0,1303,Petrol,Manual,First Owner,Honda
7784,2017,800000.0,28050,Diesel,Manual,First Owner,Maruti
7786,2017,1295000.0,58000,Diesel,Automatic,First Owner,Tata
7787,2014,425000.0,69000,Diesel,Manual,First Owner,Renault
7789,2015,910000.0,40000,Diesel,Automatic,First Owner,Hyundai
7790,2013,625000.0,39000,Petrol,Automatic,First Owner,Toyota
7792,2015,535000.0,40000,Diesel,Manual,First Owner,Maruti
7793,2011,325000.0,142000,Diesel,Manual,First Owner,Mahindra
7794,2016,500000.0,22947,Petrol,Manual,First Owner,Maruti
7795,2013,300000.0,30000,Petrol,Manual,Second Owner,Hyundai
7796,2016,270000.0,7672,Petrol,Manual,First Owner,Hyundai
7797,2010,160000.0,36659,Petrol,Manual,First Owner,Maruti
7798,2016,210000.0,60000,Petrol,Manual,First Owner,Maruti
7799,2014,850000.0,120000,Diesel,Manual,First Owner,Mahindra
7800,2014,880000.0,120000,Diesel,Manual,First Owner,Mahindra
7801,2010,150000.0,39000,Petrol,Manual,First Owner,Maruti
7802,2015,775000.0,45000,Diesel,Automatic,First Owner,Mahindra
7803,2009,160000.0,70000,Petrol,Manual,Others,Maruti
7804,2012,220000.0,100000,Diesel,Manual,Second Owner,Ford
7805,2017,670000.0,48000,Diesel,Manual,First Owner,Hyundai
7806,2018,780000.0,35000,Diesel,Manual,First Owner,Hyundai
7807,2017,515000.0,23000,Petrol,Manual,First Owner,Maruti
7808,2017,800000.0,14000,Diesel,Manual,First Owner,Hyundai
7809,2017,800000.0,14000,Diesel,Manual,First Owner,Hyundai
7810,2014,850000.0,60000,Diesel,Manual,First Owner,Mahindra
7811,2013,200000.0,60000,Petrol,Manual,Second Owner,Hyundai
7812,2008,140000.0,150000,Diesel,Manual,Others,Skoda
7813,2016,800000.0,80000,Petrol,Automatic,Second Owner,Hyundai
7814,2013,250000.0,35000,Petrol,Manual,First Owner,Maruti
7815,2017,800000.0,44500,Diesel,Manual,First Owner,Maruti
7816,2015,600000.0,60000,Diesel,Manual,Others,Maruti
7817,2012,250000.0,120000,Diesel,Manual,Others,Renault
7818,2016,500000.0,80000,Diesel,Manual,Second Owner,Honda
7819,2019,750000.0,9900,Petrol,Manual,First Owner,Maruti
7820,2014,650000.0,68000,Diesel,Manual,First Owner,Maruti
7821,2012,350000.0,40000,Petrol,Manual,Others,Toyota
7822,2016,950000.0,60000,Diesel,Manual,First Owner,Honda
7823,2015,580000.0,110000,Diesel,Manual,Second Owner,Chevrolet
7824,2019,640000.0,10000,Petrol,Manual,First Owner,Hyundai
7825,2014,800000.0,80000,Diesel,Automatic,First Owner,Mahindra
7826,2011,347000.0,30000,Petrol,Manual,First Owner,Maruti
7827,2014,1000000.0,120000,Diesel,Manual,Others,Mahindra
7828,2016,300000.0,35000,Petrol,Manual,First Owner,Hyundai
7829,2017,493000.0,40000,Petrol,Manual,First Owner,Tata
7830,2014,370000.0,60000,Petrol,Manual,First Owner,Hyundai
7831,2008,250000.0,90000,Diesel,Manual,Others,Maruti
7832,2017,300000.0,20000,Petrol,Manual,First Owner,Datsun
7833,2017,450000.0,40000,Petrol,Automatic,First Owner,Renault
7834,2010,185000.0,124316,Diesel,Manual,Second Owner,Ford
7835,2019,1225000.0,6544,Diesel,Manual,First Owner,Mahindra
7836,2015,1000000.0,50000,Diesel,Manual,First Owner,Toyota
7837,2016,600000.0,10000,Petrol,Manual,First Owner,Hyundai
7838,2018,1100000.0,50000,Diesel,Manual,First Owner,Mahindra
7839,2015,360000.0,30000,Petrol,Manual,Second Owner,Hyundai
7840,2012,285000.0,69000,Petrol,Manual,First Owner,Maruti
7841,2016,350000.0,49600,Diesel,Manual,Second Owner,Mahindra
7842,2008,130000.0,30000,Petrol,Manual,Second Owner,Hyundai
7844,2010,350000.0,80000,Petrol,Manual,First Owner,Hyundai
7845,2019,685000.0,19000,Petrol,Automatic,First Owner,Maruti
7846,2020,399000.0,5000,others,Manual,First Owner,Maruti
7847,2017,525000.0,10000,Petrol,Manual,First Owner,Hyundai
7848,2017,765000.0,40000,Petrol,Manual,First Owner,Maruti
7849,2012,450000.0,97000,Diesel,Manual,Others,Maruti
7850,1999,78000.0,80000,Diesel,Manual,Others,Tata
7851,2014,390000.0,30000,Petrol,Manual,First Owner,Nissan
7852,2017,940000.0,120000,Diesel,Manual,First Owner,Maruti
7853,2013,650000.0,120000,Diesel,Manual,Second Owner,Renault
7854,2012,320000.0,103994,Diesel,Manual,Others,Ford
7855,2003,145000.0,70000,Petrol,Manual,Second Owner,Toyota
7856,2017,670000.0,70000,Diesel,Manual,First Owner,Ford
7857,2011,350000.0,115000,Diesel,Manual,Others,Maruti
7859,2011,300000.0,40000,Petrol,Manual,Others,Maruti
7860,2011,300000.0,80000,Diesel,Manual,First Owner,Ford
7861,2009,810000.0,98000,Diesel,Automatic,Others,Audi
7862,2009,90000.0,118000,Diesel,Manual,Second Owner,Tata
7863,2004,100000.0,100000,Petrol,Manual,Second Owner,Maruti
7864,2009,90000.0,120000,Diesel,Manual,Second Owner,Tata
7865,2013,459999.0,120000,Diesel,Manual,Second Owner,Mahindra
7867,2011,250000.0,65000,Petrol,Manual,Second Owner,Maruti
7868,2012,300000.0,41000,Petrol,Manual,Second Owner,Hyundai
7869,2005,130000.0,120000,Petrol,Manual,Second Owner,Maruti
7870,2011,199000.0,70000,Petrol,Manual,Others,Maruti
7871,2012,545000.0,90000,Diesel,Manual,Second Owner,Renault
7872,2014,570000.0,80000,Diesel,Manual,Second Owner,Maruti
7873,2006,150000.0,120000,Petrol,Manual,Second Owner,Honda
7874,2009,114999.0,100000,Petrol,Manual,First Owner,Maruti
7875,2018,450000.0,35000,Petrol,Manual,First Owner,Tata
7876,2019,600000.0,5000,Petrol,Manual,First Owner,Renault
7877,2016,610000.0,110000,Diesel,Manual,First Owner,Maruti
7878,2017,690000.0,20000,Petrol,Manual,First Owner,Hyundai
7879,2018,790000.0,15000,Petrol,Manual,First Owner,Tata
7880,2014,254999.0,40000,Petrol,Manual,Second Owner,Maruti
7881,2016,500000.0,41000,Petrol,Manual,First Owner,Honda
7882,2011,340000.0,100000,Diesel,Manual,Second Owner,Mahindra
7883,2007,245000.0,110000,Diesel,Manual,Others,Mahindra
7884,2012,340000.0,120000,Diesel,Manual,Others,Ford
7885,2008,221000.0,35008,Petrol,Manual,First Owner,Maruti
7886,2017,270000.0,31100,Petrol,Manual,First Owner,Datsun
7887,2014,455000.0,42312,Diesel,Manual,First Owner,Hyundai
7888,2011,300000.0,72000,Petrol,Manual,First Owner,Toyota
7889,2014,480000.0,54891,Diesel,Manual,First Owner,Toyota
7890,2018,1000000.0,30000,Diesel,Automatic,First Owner,Hyundai
7893,2013,1000000.0,75010,Diesel,Automatic,First Owner,Renault
